setup.py,print_function find_packages defaultdict dir_util Distribution DistutilsArgError setuptools.command.build_ext setuptools.command.install distutils.command.clean distutils.sysconfig filecmp subprocess shutil sys os json glob importlib build_caffe2 IS_DARWIN, CMake {importname}`. glob re 
torch/autograd/gradcheck.py,torch istuple torch.testing product warnings 
torch/csrc/autograd/python_engine.cpp, torch/csrc/autograd/python_engine.h   torch/csrc/DynamicTypes.h   torch/csrc/PtrWrapper.h   torch/csrc/THP.h   torch/csrc/autograd/edge.h   torch/csrc/autograd/engine.h   torch/csrc/autograd/function.h   torch/csrc/autograd/python_anomaly_mode.h   torch/csrc/autograd/python_function.h   torch/csrc/utils/auto_gil.h   ATen/core/EnableNamedTensor.h   pthread.h   unordered_set  unique_ptr 
torch/csrc/autograd/cpp_hook.h, torch/csrc/autograd/function_hook.h   functional   memory  
torch/csrc/autograd/engine.h, ATen/ThreadLocalDebugInfo.h   torch/csrc/WindowsTorchApiMacro.h   torch/csrc/autograd/anomaly_mode.h   torch/csrc/autograd/function.h   torch/csrc/autograd/functions/basic_ops.h   torch/csrc/autograd/input_buffer.h   deque   exception   functional   memory   queue   unordered_map   utility   vector   thread  
torch/csrc/autograd/symbolic.h, torch/csrc/jit/ir.h   torch/csrc/onnx/onnx.h   vector  
torch/csrc/autograd/input_buffer.cpp, torch/csrc/autograd/input_buffer.h   c10/core/DeviceGuard.h   c10/core/StreamGuard.h   c10/core/Event.h   c10/util/Optional.h   cstddef   utility   vector  
torch/csrc/autograd/python_variable_indexing.cpp, torch/csrc/autograd/python_variable_indexing.h   torch/csrc/DynamicTypes.h   torch/csrc/Exceptions.h   torch/csrc/THP_export.h   torch/csrc/autograd/function.h   torch/csrc/autograd/python_variable.h   torch/csrc/autograd/utils/wrap_outputs.h   torch/csrc/autograd/variable.h   torch/csrc/utils/python_compat.h   torch/csrc/utils/python_numbers.h   torch/csrc/utils/tensor_new.h   torch/csrc/jit/tracer.h   torch/csrc/jit/ir.h   torch/csrc/utils/tensor_types.h   ATen/DeviceGuard.h   ATen/ExpandUtils.h   c10/core/TensorOptions.h   ATen/core/LegacyTypeDispatch.h   vector   tuple  
torch/csrc/autograd/engine.cpp, torch/csrc/autograd/engine.h   torch/csrc/autograd/function.h   torch/csrc/autograd/functions/basic_ops.h   torch/csrc/autograd/grad_mode.h   torch/csrc/autograd/anomaly_mode.h   torch/csrc/autograd/variable.h   torch/csrc/utils/memory.h   ATen/DeviceGuard.h   ATen/ExpandUtils.h   ATen/Parallel.h   c10/util/Exception.h   c10/core/Stream.h   c10/core/Event.h   c10/core/DeviceGuard.h   c10/util/Optional.h   c10/core/StreamGuard.h   atomic   condition_variable   cstdint   functional   iostream   memory   mutex   set   string   thread   unordered_set   typeinfo   sstream   queue   TH/TH.h  
torch/csrc/autograd/variable.h, torch/csrc/utils/python_stub.h   torch/csrc/WindowsTorchApiMacro.h   torch/csrc/autograd/edge.h   torch/csrc/autograd/function_hook.h   torch/csrc/autograd/cpp_hook.h   ATen/ATen.h   ATen/NamedTensorUtils.h   c10/util/Exception.h   memory   mutex   stdexcept   string   utility   vector  include: 
torch/csrc/autograd/profiler_cuda.cpp, torch/csrc/autograd/profiler.h   ATen/hip/impl/HIPGuardImplMasqueradingAsCUDA.h   roctx.h   sstream  
torch/csrc/autograd/record_function.cpp, torch/csrc/autograd/record_function.h   torch/csrc/autograd/function.h   torch/csrc/utils/memory.h   cstdlib   random  
torch/csrc/autograd/anomaly_mode.cpp, torch/csrc/autograd/anomaly_mode.h  
torch/csrc/autograd/cpp_hook.cpp, torch/csrc/autograd/cpp_hook.h   torch/csrc/autograd/variable.h   torch/csrc/autograd/custom_function.h  
torch/csrc/autograd/custom_function.cpp, torch/csrc/autograd/custom_function.h   torch/csrc/autograd/functions/accumulate_grad.h  
torch/csrc/autograd/variable.cpp, torch/csrc/autograd/variable.h   torch/csrc/autograd/autograd.h   torch/csrc/autograd/edge.h   torch/csrc/autograd/engine.h   torch/csrc/autograd/function.h   torch/csrc/autograd/functions/accumulate_grad.h   torch/csrc/autograd/functions/tensor.h   torch/csrc/autograd/generated/Functions.h   ATen/ATen.h   c10/util/Exception.h   list   memory   mutex   stdexcept   string   vector   typeinfo  
torch/csrc/autograd/python_anomaly_mode.h, torch/csrc/autograd/anomaly_mode.h   torch/csrc/python_headers.h   torch/csrc/utils/auto_gil.h  
torch/csrc/autograd/saved_variable.h, torch/csrc/WindowsTorchApiMacro.h   ATen/ATen.h   cstdint   memory  
torch/csrc/autograd/python_function.cpp, torch/csrc/autograd/python_function.h   torch/csrc/python_headers.h   structmember.h   unordered_map   unordered_set   exception   ATen/ATen.h   torch/csrc/THP.h   torch/csrc/autograd/grad_mode.h   torch/csrc/autograd/functions/accumulate_grad.h   torch/csrc/autograd/functions/basic_ops.h   torch/csrc/autograd/functions/utils.h   torch/csrc/autograd/python_cpp_function.h   torch/csrc/autograd/python_hook.h   torch/csrc/autograd/saved_variable.h   torch/csrc/autograd/python_anomaly_mode.h   torch/csrc/jit/tracer.h   torch/csrc/jit/ir.h   torch/csrc/jit/python_tracer.h   torch/csrc/DynamicTypes.h   torch/csrc/utils/auto_gil.h   torch/csrc/Exceptions.h   exception   functional   memory   stdexcept   string   tuple   utility   vector  
torch/csrc/autograd/grad_mode.h, ATen/core/grad_mode.h   torch/csrc/WindowsTorchApiMacro.h  
torch/csrc/autograd/python_hook.h, torch/csrc/python_headers.h   torch/csrc/autograd/function_hook.h   torch/csrc/utils/object_ptr.h  
torch/csrc/autograd/python_cpp_function.cpp, torch/csrc/autograd/python_cpp_function.h   torch/csrc/python_headers.h   memory   cstdio   typeindex   unordered_map   torch/csrc/autograd/python_function.h   torch/csrc/autograd/python_variable.h   torch/csrc/autograd/python_hook.h   torch/csrc/autograd/python_anomaly_mode.h   torch/csrc/utils/auto_gil.h   torch/csrc/utils/python_strings.h   torch/csrc/DynamicTypes.h   torch/csrc/Exceptions.h  
torch/csrc/autograd/utils/wrap_outputs.h, ATen/ATen.h   torch/csrc/python_headers.h   tuple   torch/csrc/Dtype.h   torch/csrc/Layout.h   torch/csrc/QScheme.h   torch/csrc/autograd/python_variable.h   torch/csrc/autograd/variable.h   torch/csrc/utils/python_numbers.h   torch/csrc/utils/tensor_qschemes.h   torch/csrc/DynamicTypes.h  
torch/csrc/autograd/utils/error_messages.h, sstream  
torch/csrc/autograd/utils/python_arg_parsing.h, torch/csrc/python_headers.h   ATen/ATen.h   torch/csrc/utils/python_arg_parser.h  
torch/csrc/autograd/python_cpp_function.h, torch/csrc/python_headers.h   memory   typeinfo   torch/csrc/autograd/function.h   torch/csrc/utils/object_ptr.h   torch/csrc/Exceptions.h  
torch/csrc/autograd/autograd.cpp, torch/csrc/autograd/autograd.h   torch/csrc/autograd/variable.h   torch/csrc/autograd/edge.h   torch/csrc/autograd/engine.h   torch/csrc/autograd/function.h  
torch/csrc/autograd/autograd.h, torch/csrc/autograd/variable.h   ATen/ATen.h  
torch/csrc/autograd/profiler.h, iostream   mutex   memory   vector   cstdint   string   sstream   forward_list   tuple   ATen/ATen.h   torch/csrc/WindowsTorchApiMacro.h   ctime   torch/csrc/autograd/record_function.h   sys/time.h  
torch/csrc/autograd/record_function.h, ATen/core/ivalue.h   c10/util/SmallVector.h   torch/csrc/WindowsTorchApiMacro.h  
torch/csrc/autograd/function.cpp, torch/csrc/autograd/function.h   torch/csrc/autograd/engine.h   torch/csrc/autograd/variable.h   ATen/ATen.h   algorithm   cstdint   memory   stdexcept   string   utility   vector  
torch/csrc/autograd/python_variable.cpp, torch/csrc/autograd/python_variable.h   torch/csrc/THP.h   torch/csrc/DynamicTypes.h   torch/csrc/Exceptions.h   torch/csrc/Device.h   torch/csrc/Size.h   torch/csrc/Types.h   torch/csrc/autograd/edge.h   torch/csrc/autograd/python_cpp_function.h   torch/csrc/autograd/python_hook.h   torch/csrc/autograd/python_variable_indexing.h   torch/csrc/autograd/variable.h   torch/csrc/autograd/functions/accumulate_grad.h   torch/csrc/autograd/function.h   torch/csrc/autograd/generated/VariableType.h   torch/csrc/autograd/utils/error_messages.h   torch/csrc/autograd/utils/wrap_outputs.h   torch/csrc/tensor/python_tensor.h   torch/csrc/utils/auto_gil.h   torch/csrc/utils/cuda_lazy_init.h   torch/csrc/utils/pybind.h   torch/csrc/utils/python_strings.h   torch/csrc/utils/python_arg_parser.h   torch/csrc/utils/tensor_new.h   torch/csrc/jit/tracer.h   ATen/core/EnableNamedTensor.h   ATen/NamedTensorUtils.h   ATen/ATen.h   pybind11/pybind11.h   structmember.h   memory   utility   vector  
torch/csrc/autograd/record_function_ops.cpp, ATen/cpp_custom_type_hack.h   torch/csrc/autograd/record_function.h   torch/csrc/jit/custom_operator.h  
torch/csrc/autograd/function_hook.cpp, torch/csrc/autograd/function_hook.h  
torch/csrc/autograd/python_function.h, torch/csrc/python_headers.h   torch/csrc/Exceptions.h   torch/csrc/autograd/custom_function.h   torch/csrc/autograd/function.h   torch/csrc/autograd/variable.h   torch/csrc/autograd/saved_variable.h   torch/csrc/utils/object_ptr.h   c10/util/Optional.h   c10/core/DeviceGuard.h   vector   utility   memory  
torch/csrc/autograd/input_metadata.h, ATen/ATen.h   c10/core/Device.h   c10/core/DeviceType.h   c10/core/Stream.h   c10/core/impl/DeviceGuardImplInterface.h   cstdint  
torch/csrc/autograd/python_engine.h, torch/csrc/python_headers.h   torch/csrc/autograd/function.h   torch/csrc/autograd/engine.h  
torch/csrc/autograd/python_variable.h, torch/csrc/python_headers.h   memory   ATen/ATen.h   torch/csrc/autograd/variable.h   torch/csrc/THP_export.h  
torch/csrc/autograd/input_buffer.h, vector   utility   memory   ATen/ATen.h   torch/csrc/autograd/variable.h   c10/util/Optional.h   c10/core/Stream.h  
torch/csrc/autograd/functions/accumulate_grad.cpp, torch/csrc/autograd/functions/accumulate_grad.h   torch/csrc/autograd/grad_mode.h   torch/csrc/autograd/variable.h   torch/csrc/autograd/functions/basic_ops.h   torch/csrc/autograd/functions/tensor.h   torch/csrc/autograd/functions/utils.h   cstdint   stdexcept   utility  
torch/csrc/autograd/functions/basic_ops.cpp, torch/csrc/autograd/functions/basic_ops.h   torch/csrc/autograd/function.h   torch/csrc/autograd/variable.h   torch/csrc/autograd/functions/utils.h   ATen/ATen.h   memory   utility  
torch/csrc/autograd/functions/init.cpp, Python.h   torch/csrc/autograd/functions/accumulate_grad.h   torch/csrc/autograd/functions/basic_ops.h   torch/csrc/autograd/functions/pybind.h   torch/csrc/autograd/functions/tensor.h   torch/csrc/autograd/generated/python_functions.h   torch/csrc/autograd/python_cpp_function.h   torch/csrc/distributed/autograd/functions/sendrpc_backward.h   torch/csrc/jit/python_tracer.h   torch/csrc/utils/pybind.h   torch/csrc/utils/tuple_parser.h  
torch/csrc/autograd/functions/pybind.h, torch/csrc/python_headers.h   pybind11/pybind11.h   pybind11/stl.h   torch/csrc/autograd/python_function.h   torch/csrc/autograd/python_cpp_function.h  
torch/csrc/autograd/functions/comm.cpp, torch/csrc/autograd/functions/comm.h   torch/csrc/autograd/function.h   torch/csrc/autograd/functions/utils.h   torch/csrc/autograd/variable.h   torch/csrc/cuda/comm.h   ATen/core/functional.h   ATen/ATen.h   ATen/hip/HIPContext.h   c10/util/Optional.h   cstddef   memory   vector  
torch/csrc/autograd/functions/basic_ops.h, torch/csrc/WindowsTorchApiMacro.h   torch/csrc/autograd/function.h   torch/csrc/autograd/variable.h   memory   string   vector  
torch/csrc/autograd/functions/comm.h, torch/csrc/autograd/function.h   torch/csrc/autograd/variable.h   torch/csrc/WindowsTorchApiMacro.h   ATen/ATen.h   ATen/hip/HIPContext.h   ATen/hip/ATenHIPGeneral.h   cstddef   vector  
torch/csrc/autograd/functions/utils.h, torch/csrc/WindowsTorchApiMacro.h   torch/csrc/autograd/function.h   torch/csrc/autograd/variable.h   torch/csrc/utils/variadic.h   ATen/ATen.h   functional   memory   vector  
torch/csrc/autograd/functions/tensor.h, torch/csrc/autograd/function.h   torch/csrc/autograd/variable.h   torch/csrc/WindowsTorchApiMacro.h   ATen/TensorGeometry.h   ATen/core/DeprecatedTypeProperties.h   c10/util/Optional.h   cstdint   memory  
torch/csrc/autograd/functions/utils.cpp, torch/csrc/autograd/functions/utils.h   torch/csrc/autograd/edge.h   torch/csrc/autograd/function.h   torch/csrc/autograd/variable.h   sstream   vector  
torch/csrc/autograd/functions/tensor.cpp, torch/csrc/autograd/functions/tensor.h   torch/csrc/autograd/function.h   torch/csrc/autograd/functions/basic_ops.h   torch/csrc/autograd/functions/utils.h   torch/csrc/autograd/variable.h   ATen/ATen.h   cstddef   memory   stdexcept   utility  
torch/csrc/autograd/functions/accumulate_grad.h, torch/csrc/autograd/function.h   torch/csrc/autograd/variable.h   torch/csrc/WindowsTorchApiMacro.h  
torch/csrc/autograd/python_anomaly_mode.cpp, torch/csrc/autograd/python_anomaly_mode.h   c10/util/Exception.h   torch/csrc/Exceptions.h   torch/csrc/python_headers.h   torch/csrc/utils/auto_gil.h   torch/csrc/utils/object_ptr.h   torch/csrc/utils/python_strings.h   iostream  
torch/csrc/autograd/custom_function.h, torch/csrc/autograd/function.h   torch/csrc/autograd/variable.h   ATen/core/ivalue.h   c10/util/flat_hash_map.h   vector  
torch/csrc/DynamicTypes.h, torch/csrc/python_headers.h   ATen/Device.h   c10/core/ScalarType.h   c10/core/Backend.h   memory   string  
torch/csrc/Size.h, torch/csrc/python_headers.h   torch/csrc/autograd/variable.h   cstdint  
torch/csrc/CudaIPCTypes.h, c10/core/Allocator.h   ATen/hip/impl/HIPCachingAllocatorMasqueradingAsCUDA.h   c10/hip/HIPException.h   ATen/hip/impl/HIPGuardImplMasqueradingAsCUDA.h   ATen/hip/impl/HIPStreamMasqueradingAsCUDA.h   c10/util/Logging.h   hip/hip_runtime_api.h   cstddef  
torch/csrc/python_headers.h, Python.h   structseq.h  
torch/csrc/Generator.h, torch/csrc/python_headers.h   ATen/ATen.h   torch/csrc/THP_export.h  
torch/csrc/Device.h, torch/csrc/python_headers.h   torch/csrc/WindowsTorchApiMacro.h   ATen/Device.h  
torch/csrc/THP.h, torch/csrc/python_headers.h   TH/TH.h   TH/THTensor.hpp   torch/csrc/THP_export.h  first,  torch/csrc/Exceptions.h   torch/csrc/Generator.h   torch/csrc/Module.h   torch/csrc/PtrWrapper.h   torch/csrc/Size.h   torch/csrc/Storage.h   torch/csrc/Types.h  types  torch/csrc/utils/byte_order.h   torch/csrc/serialization.h   torch/csrc/autograd/python_autograd.h  
torch/csrc/Module.h,
torch/csrc/tensor/python_tensor.h, torch/csrc/python_headers.h   c10/core/ScalarType.h   c10/core/TensorTypeId.h  
torch/csrc/tensor/python_tensor.cpp, torch/csrc/tensor/python_tensor.h   structmember.h   pybind11/pybind11.h   torch/csrc/Dtype.h   torch/csrc/DynamicTypes.h   torch/csrc/Exceptions.h   torch/csrc/Layout.h   torch/csrc/autograd/variable.h   torch/csrc/autograd/python_variable.h   torch/csrc/autograd/generated/VariableType.h   torch/csrc/autograd/utils/wrap_outputs.h   torch/csrc/utils/cuda_enabled.h   torch/csrc/utils/cuda_lazy_init.h   torch/csrc/utils/python_strings.h   torch/csrc/utils/tensor_new.h   torch/csrc/utils/tensor_types.h   ATen/ATen.h   sstream   string   type_traits   vector  
torch/csrc/python_dimname.cpp, torch/csrc/python_dimname.h   torch/csrc/Exceptions.h   torch/csrc/utils/python_strings.h   c10/util/flat_hash_map.h   ATen/core/EnableNamedTensor.h  
torch/csrc/QScheme.h, torch/csrc/python_headers.h   c10/core/QScheme.h   string  
torch/csrc/serialization.cpp, torch/csrc/python_headers.h   system_error   torch/csrc/THP.h   torch/csrc/serialization.h   torch/csrc/generic/serialization.cpp   TH/THGenerateAllTypes.h   torch/csrc/generic/serialization.cpp   TH/THGenerateHalfType.h   torch/csrc/generic/serialization.cpp   TH/THGenerateBFloat16Type.h   torch/csrc/generic/serialization.cpp   TH/THGenerateBoolType.h   torch/csrc/generic/serialization.cpp   TH/THGenerateQTypes.h  
torch/csrc/CudaIPCTypes.cpp, torch/csrc/CudaIPCTypes.h   TH/THAllocator.h   map   mutex   random   windows.h   sys/types.h   unistd.h  
torch/csrc/Exceptions.cpp, torch/csrc/Exceptions.h   torch/csrc/python_headers.h   utility   vector   cstdarg   torch/csrc/THP.h  
torch/csrc/Generator.cpp, torch/csrc/Generator.h   structmember.h   ATen/ATen.h   ATen/CPUGenerator.h   TH/TH.h   torch/csrc/THP.h   torch/csrc/Device.h   torch/csrc/Exceptions.h   torch/csrc/autograd/python_variable.h   torch/csrc/autograd/generated/VariableType.h   torch/csrc/utils/tensor_types.h   torch/csrc/utils/python_arg_parser.h   torch/csrc/autograd/generated/variable_factories.h   THH/THHTensorRandom.h   ATen/CUDAGenerator.h  
torch/csrc/serialization.h, torch/csrc/generic/serialization.h   TH/THGenerateAllTypes.h   torch/csrc/generic/serialization.h   TH/THGenerateHalfType.h   torch/csrc/generic/serialization.h   TH/THGenerateBoolType.h   torch/csrc/generic/serialization.h   TH/THGenerateBFloat16Type.h   torch/csrc/generic/serialization.h   TH/THGenerateQTypes.h  
torch/csrc/Layout.cpp, torch/csrc/Layout.h   torch/csrc/Exceptions.h   torch/csrc/utils/object_ptr.h   torch/csrc/utils/python_strings.h   ATen/Layout.h   structmember.h   cstring   string  
torch/csrc/Storage.h, torch/csrc/generic/Storage.h   TH/THGenerateAllTypes.h   torch/csrc/generic/Storage.h   TH/THGenerateHalfType.h   torch/csrc/generic/Storage.h   TH/THGenerateBoolType.h   torch/csrc/generic/Storage.h   TH/THGenerateBFloat16Type.h   torch/csrc/generic/Storage.h   TH/THGenerateQTypes.h  
torch/csrc/PtrWrapper.h, torch/csrc/python_headers.h  
torch/csrc/python_dimname.h, torch/csrc/python_headers.h   ATen/Dimname.h   ATen/core/EnableNamedTensor.h  
